Wavelength (nm)	Spectral irradiance (W m-2 nm-1)	Cumulative photon flux (cm-2 s-1)
862	0,992	1,94960083804224E+017
863	0,998	1,95393391278186E+017
864	0,976	1,95817637910179E+017
865	0,96	1,96235412655937E+017
866	0,847	1,96604437958879E+017
867	0,913	1,97002677811088E+017
868	0,956	1,97420154721286E+017
869	0,947	1,97834177845802E+017
870	0,965	1,98256555962133E+017
871	0,951	1,98673284761725E+017
872	0,964	1,990961951585E+017
873	0,954	1,99515198475946E+017
874	0,938	1,99927646392455E+017
875	0,924	2,00334403234875E+017
876	0,95	2,00753083561729E+017
877	0,953	2,01173565491865E+017
878	0,95	2,01593201709876E+017
879	0,934	2,02006240266501E+017
880	0,937	2,02421076904702E+017
881	0,906	2,0282264476744E+017
882	0,93	2,03235318073022E+017
883	0,927	2,03647126548658E+017
884	0,93	2,04060735621373E+017
885	0,942	2,04480155506123E+017
886	0,905	2,0488355666748E+017
887	0,908	2,05288751885609E+017
888	0,92	2,05699764959182E+017
889	0,932	2,06116607962612E+017
890	0,921	2,06528994500847E+017
891	0,923	2,06942740920029E+017
892	0,906	2,07349322683436E+017
893	0,871	2,0774063584646E+017
894	0,849	2,08122492227335E+017
895	0,811	2,08487665288914E+017
896	0,76	2,08830256679655E+017
897	0,664	2,09129907427212E+017
898	0,716	2,09453385019614E+017
899	0,547	2,09700786253418E+017
900	0,74	2,10035851259048E+017
901	0,598	2,10306920861005E+017
902	0,666	2,10609149496083E+017
903	0,687	2,10921253493016E+017
904	0,842	2,11304197577408E+017
905	0,815	2,11675272009131E+017
906	0,773	2,12027612483474E+017
907	0,637	2,1231828338826E+017
908	0,65	2,12615213367724E+017
909	0,702	2,12936250922172E+017
910	0,623	2,13221473750463E+017
911	0,666	2,13526717970591E+017
912	0,687	2,1384193263859E+017
913	0,627	2,14129933085343E+017
914	0,625	2,14417329308265E+017
915	0,676	2,14728517158989E+017
916	0,575	2,14993500249778E+017
917	0,728	2,15329358141967E+017
918	0,591	2,15602309340202E+017
919	0,737	2,15943060892016E+017
920	0,742	2,1628649749178E+017
921	0,778	2,1664698819599E+017
922	0,698	2,1697076161155E+017
923	0,743	2,17315782475133E+017
924	0,719	2,17650020383361E+017
925	0,709	2,17979966340294E+017
926	0,701	2,18306542026246E+017
927	0,785	2,18672645823951E+017
928	0,588	2,1894716971469E+017
929	0,55	2,19204228970886E+017
930	0,431	2,19405886788013E+017
931	0,408	2,19596988548161E+017
932	0,3	2,19737655478452E+017
933	0,248	2,19854064909777E+017
934	0,143	2,19921260033324E+017
935	0,25	2,2003885980069E+017
936	0,161	2,20114675050072E+017
937	0,163	2,20191514109193E+017
938	0,2	2,20285895783452E+017
939	0,398	2,20473915549269E+017
940	0,47	2,20696185398348E+017
941	0,371	2,20871823355076E+017
942	0,404	2,21063287347662E+017
943	0,278	2,21195177184728E+017
944	0,285	2,21330531372588E+017
945	0,367	2,21505014210317E+017
946	0,194	2,21597345246493E+017
947	0,37	2,21773626668899E+017
948	0,273	2,21903831118924E+017
949	0,493	2,22139210260574E+017
950	0,147	2,22209468260629E+017
951	0,482	2,22440080524008E+017
952	0,268	2,22568439600999E+017
953	0,343	2,22732892624986E+017
954	0,423	2,22935914850965E+017
955	0,34	2,23099271618725E+017
956	0,327	2,23256546906322E+017
957	0,27	2,23386543072695E+017
958	0,46	2,23608249449093E+017
959	0,373	2,23788212058656E+017
960	0,419	2,23990579247642E+017
961	0,46	2,2421297990288E+017
962	0,441	2,24426416311466E+017
963	0,504	2,24670597198271E+017
964	0,457	2,24892237165389E+017
965	0,502	2,25135954193433E+017
966	0,501	2,25379437782794E+017
967	0,501	2,2562317342556E+017
968	0,65	2,25939724328777E+017
969	0,684	2,26273177400055E+017
970	0,633	2,2658208620502E+017
971	0,712	2,2692990581729E+017
972	0,686	2,27265369278602E+017
973	0,605	2,27561526998631E+017
974	0,574	2,27842798474738E+017
975	0,588	2,28131226053909E+017
976	0,57	2,28411110984737E+017
977	0,637	2,28724215145681E+017
978	0,613	2,29025831004217E+017
979	0,636	2,29339083579841E+017
980	0,603	2,29636385853755E+017
981	0,711	2,29987294000665E+017
982	0,69	2,30328184911347E+017
983	0,667	2,3065804835978E+017
984	0,735	2,31021910844272E+017
985	0,686	2,31361860956815E+017
986	0,749	2,3173340780001E+017
987	0,737	2,32099372741947E+017
988	0,733	2,32463720215426E+017
989	0,747	2,32835402392685E+017
990	0,73	2,33198993202848E+017
991	0,751	2,3357342130323E+017
992	0,749	2,33947229080562E+017
993	0,735	2,34314419575583E+017
994	0,752	2,34690481243643E+017
995	0,75	2,35065920073149E+017
996	0,747	2,35440232963492E+017
997	0,738	2,35810407348226E+017
998	0,737	2,361804509268E+017
999	0,736	2,36550362693016E+017
1000	0,733	2,36919135439452E+017
1001	0,742	2,37292809392022E+017
1002	0,726	2,37658790936279E+017
1003	0,732	2,38028165391043E+017
1004	0,721	2,38392351872328E+017
1005	0,68	2,38736170828555E+017
1006	0,711	2,3909602158879E+017
1007	0,725	2,39463322765945E+017
1008	0,725	2,39830988691041E+017
1009	0,718	2,40195465964478E+017
1010	0,717	2,40559796332536E+017
1011	0,721	2,40926521962594E+017
1012	0,717	2,41291573776926E+017
1013	0,716	2,41656476673477E+017
1014	0,719	2,42023270222117E+017
1015	0,706	2,42383787087559E+017
1016	0,709	2,42746192592687E+017
1017	0,701	2,43104861569592E+017
1018	0,712	2,43469516940644E+017
1019	0,687	2,43821714031314E+017
1020	0,697	2,44179388378314E+017
1021	0,7	2,44538954383605E+017
1022	0,688	2,44892702533452E+017
1023	0,693	2,45249370176134E+017
1024	0,689	2,45604325767443E+017
1025	0,696	2,45963237741942E+017
1026	0,694	2,46321467512015E+017
1027	0,691	2,46678496380934E+017
1028	0,692	2,470363900798E+017
1029	0,684	2,47390490400074E+017
1030	0,689	2,47747525809301E+017
1031	0,685	2,48102833067936E+017
1032	0,686	2,48459004150317E+017
1033	0,674	2,48809283924566E+017
1034	0,678	2,49161983612744E+017
1035	0,68	2,49516065821396E+017
1036	0,68	2,49870490138462E+017
1037	0,673	2,50221604556621E+017
1038	0,67	2,50571490906193E+017
1039	0,674	2,50923805219305E+017
1040	0,67	2,51274365723694E+017
1041	0,67	2,5162526330549E+017
1042	0,67	2,51976497964695E+017
1043	0,663	2,52324396563761E+017
1044	0,666	2,52674204429638E+017
1045	0,663	2,53022770140112E+017
1046	0,645	2,53362197028022E+017
1047	0,655	2,53707215879202E+017
1048	0,661	2,54055727757911E+017
1049	0,657	2,54402461175966E+017
1050	0,653	2,54747412108564E+017
1051	0,653	2,55092691565859E+017
1052	0,649	2,55436182500489E+017
1053	0,647	2,55778940417532E+017
1054	0,645	2,56120963304585E+017
1055	0,647	2,56464372233816E+017
1056	0,645	2,56807044120654E+017
1057	0,643	2,57148976952698E+017
1058	0,636	2,57487507315323E+017
1059	0,617	2,5781623476258E+017
1060	0,634	2,58154338495889E+017
1061	0,619	2,5848475434879E+017
1062	0,631	2,5882189313513E+017
1063	0,621	2,59154001418481E+017
1064	0,63	2,59491239818741E+017
1065	0,627	2,5982718776594E+017
1066	0,615	2,60157015494229E+017
1067	0,619	2,60489299862793E+017
1068	0,618	2,60821358339183E+017
1069	0,585	2,61135979851564E+017
1070	0,603	2,61460585395531E+017
1071	0,615	2,61791960158193E+017
1072	0,614	2,62123105003877E+017
1073	0,602	2,62448080829893E+017
1074	0,62	2,6278308546345E+017
1075	0,591	2,63102717857897E+017
1076	0,613	2,63434556982421E+017
1077	0,603	2,63761286114059E+017
1078	0,602	2,64087776272908E+017
1079	0,603	2,64415112143881E+017
1080	0,596	2,64738947943917E+017
1081	0,579	2,65053838112023E+017
1082	0,588	2,65373918769112E+017
1083	0,596	2,65698654113037E+017
1084	0,577	2,66013327444781E+017
1085	0,592	2,66336479027988E+017
1086	0,553	2,6663862012356E+017
1087	0,565	2,66947601878113E+017
1088	0,591	2,6727109959454E+017
1089	0,578	2,67587772248103E+017
1090	0,554	2,67891574581887E+017
1091	0,587	2,68213768764635E+017
1092	0,58	2,68532412566385E+017
1093	0,509	2,68812306049924E+017
1094	0,538	2,69108416981596E+017
1095	0,519	2,69394331573224E+017
1096	0,502	2,69671133503521E+017
1097	0,577	2,69989580592933E+017
1098	0,502	2,70266887636241E+017
1099	0,506	2,70546658866332E+017
1100	0,484	2,70814509630592E+017
1101	0,496	2,71089250860793E+017
1102	0,468	2,71348717956504E+017
1103	0,465	2,71606755743385E+017
1104	0,466	2,71865582895121E+017
1105	0,505	2,72146325612488E+017
1106	0,397	2,72367228034113E+017
1107	0,482	2,72635669438488E+017
1108	0,414	2,72866447725068E+017
1109	0,412	2,73096318418149E+017
1110	0,478	2,73363253539301E+017
1111	0,331	2,73548264260375E+017
1112	0,412	2,73778756785809E+017
1113	0,268	2,7392882364788E+017
1114	0,299	2,74096399417347E+017
1115	0,249	2,74236077754942E+017
1116	0,201	2,74348931271163E+017
1117	0,0794	2,74393551163559E+017
1118	0,217	2,74515606389919E+017
1119	0,113	2,74579221952632E+017
1120	0,142	2,74659235073496E+017
1121	0,185	2,74763570593305E+017
1122	0,0814	2,7480951917441E+017
1123	0,128	2,74881836868358E+017
1124	0,108	2,74942909257492E+017
1125	0,144	2,75024411556159E+017
1126	0,0514	2,75053529208249E+017
1127	0,157	2,75142547326914E+017
1128	0,0989	2,7519867282838E+017
1129	0,106	2,75258880890668E+017
1130	0,0704	2,75298903550319E+017
1131	0,295	2,75466760553027E+017
1132	0,233	2,75599456357268E+017
1133	0,153	2,75686668344747E+017
1134	0,0416	2,75710401814119E+017
1135	0,0154	2,75719195509664E+017
1136	0,128	2,75792350363026E+017
1137	0,287	2,75956521650671E+017
1138	0,203	2,76072744934771E+017
1139	0,298	2,76243508349698E+017
1140	0,255	2,76389759696749E+017
1141	0,193	2,76500548991171E+017
1142	0,224	2,76629246151772E+017
1143	0,311	2,76808084834574E+017
1144	0,113	2,76873121656507E+017
1145	0,146	2,76957224985323E+017
1146	0,157	2,77047743853105E+017
1147	0,059	2,77081790180621E+017
1148	0,27	2,77237731245404E+017
1149	0,218	2,77363748892161E+017
1150	0,121	2,7743375534191E+017
1151	0,203	2,77551306308518E+017
1152	0,247	2,7769446056822E+017
1153	0,237	2,77831938343751E+017
1154	0,142	2,77914380434355E+017
1155	0,312	2,78095677769834E+017
1156	0,28	2,78258521374972E+017
1157	0,314	2,7844129682004E+017
1158	0,311	2,78622482467184E+017
1159	0,336	2,78818401918764E+017
1160	0,286	2,78985310576823E+017
1161	0,347	2,79187993209891E+017
1162	0,349	2,79392019624685E+017
1163	0,467	2,79665264130575E+017
1164	0,401	2,79900093383259E+017
1165	0,388	2,80127504920564E+017
1166	0,374	2,80346899046562E+017
1167	0,409	2,80587030476565E+017
1168	0,418	2,8083265626832E+017
1169	0,422	2,81080844854577E+017
1170	0,457	2,81349847719232E+017
1171	0,447	2,81613189192733E+017
1172	0,454	2,81880882989603E+017
1173	0,455	2,82149395331164E+017
1174	0,336	2,82347850409814E+017
1175	0,451	2,82614456000067E+017
1176	0,475	2,82895488000284E+017
1177	0,471	2,83174390375623E+017
1178	0,359	2,83387152629393E+017
1179	0,482	2,83673053637305E+017
1180	0,439	2,83933669814807E+017
1181	0,454	2,84203419280766E+017
1182	0,322	2,84394901384974E+017
1183	0,437	2,84654989809937E+017
1184	0,419	2,84904576009686E+017
1185	0,406	2,85146622743708E+017
1186	0,476	2,8543064114914E+017
1187	0,454	2,85701761061158E+017
1188	0,334	2,85901387358026E+017
1189	0,415	2,86149634807054E+017
1190	0,461	2,86425630770175E+017
1191	0,445	2,8669227157747E+017
1192	0,472	2,86975328054538E+017
1193	0,453	2,87247218213589E+017
1194	0,468	2,87528346809123E+017
1195	0,446	2,8779648434073E+017
1196	0,43	2,88055218921954E+017
1197	0,476	2,88341871562176E+017
1198	0,433	2,88602846953513E+017
1199	0,364	2,88822418170926E+017
1200	0,447	2,89092281337622E+017
1201	0,436	2,89355722928144E+017
1202	0,436	2,89619383870532E+017
1203	0,433	2,89881448474688E+017
1204	0,361	2,90100118135809E+017
1205	0,436	2,90364437133794E+017
1206	0,48	2,90655672014363E+017
1207	0,429	2,90916179019033E+017
1208	0,432	2,91178725090471E+017
1209	0,413	2,91429931777282E+017
1210	0,452	2,91705087562385E+017
1211	0,421	2,91961583849E+017
1212	0,424	2,92220121214785E+017
1213	0,468	2,92505723380935E+017
1214	0,433	2,92770184253291E+017
1215	0,427	2,93031195364771E+017
1216	0,465	2,93315668573155E+017
1217	0,454	2,93593640715468E+017
1218	0,458	2,93874292371625E+017
1219	0,445	2,94147201812509E+017
1220	0,457	2,94427700526081E+017
1221	0,464	2,94712729157536E+017
1222	0,45	2,94989384182455E+017
1223	0,443	2,95261958558333E+017
1224	0,447	2,95537218988364E+017
1225	0,461	2,95821332479811E+017
1226	0,467	2,9610937870872E+017
1227	0,432	2,96376054229958E+017
1228	0,465	2,96663334739739E+017
1229	0,466	2,96951467501953E+017
1230	0,459	2,97235503012806E+017
1231	0,471	2,97527201249036E+017
1232	0,465	2,97815417525951E+017
1233	0,453	2,98096423868037E+017
1234	0,469	2,98387591333124E+017
1235	0,464	2,98675888106136E+017
1236	0,468	2,98966905647242E+017
1237	0,462	2,99254424626713E+017
1238	0,467	2,99545290231435E+017
1239	0,461	2,99832650734213E+017
1240	0,459	3,00118995476862E+017
1241	0,461	3,00406819838402E+017
1242	0,461	3,00694876129323E+017
1243	0,456	3,0098003757934E+017
1244	0,454	3,01264176728919E+017
1245	0,455	3,01549170646432E+017
1246	0,458	3,018362740648E+017
1247	0,456	3,02122353170327E+017
1248	0,457	3,02409289559292E+017
1249	0,458	3,02697084237897E+017
1250	0,456	3,02983851585057E+017
1251	0,451	3,03267701451786E+017
1252	0,45	3,03551148334927E+017
1253	0,446	3,03832300073089E+017
1254	0,442	3,04111152641468E+017
1255	0,449	3,04394647319166E+017
1256	0,439	3,04672048945389E+017
1257	0,434	3,04946509445451E+017
1258	0,444	3,05227517296839E+017
1259	0,426	3,05497347258895E+017
1260	0,43	3,0576992716888E+017
1261	0,41	3,06030035214767E+017
1262	0,395	3,06280825837374E+017
1263	0,399	3,06534356848999E+017
1264	0,37	3,06769646941841E+017
1265	0,395	3,0702103373867E+017
1266	0,384	3,07265613081158E+017
1267	0,387	3,07512297899694E+017
1268	0,369	3,07747694649865E+017
1269	0,246	3,07904749579396E+017
1270	0,386	3,08151379559966E+017
1271	0,407	3,08411631995728E+017
1272	0,408	3,08672729137412E+017
1273	0,405	3,08932110202919E+017
1274	0,405	3,09191695024172E+017
1275	0,411	3,09455332320832E+017
1276	0,416	3,09722386173727E+017
1277	0,419	3,09991576694909E+017
1278	0,426	3,10265478753295E+017
1279	0,423	3,10537664735503E+017
1280	0,421	3,1080877559171E+017
1281	0,412	3,11074298006351E+017
1282	0,372	3,11314228699212E+017
1283	0,406	3,11576292800266E+017
1284	0,42	3,11847604896717E+017
1285	0,423	3,12121067748271E+017
1286	0,426	3,12396684373532E+017
1287	0,421	3,12669277867234E+017
1288	0,419	3,12940787179123E+017
1289	0,408	3,13205373826632E+017
1290	0,412	3,13472761738332E+017
1291	0,417	3,13743604441914E+017
1292	0,395	3,14000356806738E+017
1293	0,411	3,14267716041703E+017
1294	0,403	3,14530073953514E+017
1295	0,404	3,14793286130158E+017
1296	0,388	3,1504626926522E+017
1297	0,37	3,15287702216499E+017
1298	0,391	3,15543034831404E+017
1299	0,407	3,15809020601707E+017
1300	0,352	3,1603923944041E+017
1301	0,361	3,16275526175558E+017
1302	0,391	3,16531645639817E+017
1303	0,345	3,16757806972107E+017
1304	0,3	3,16954619930369E+017
1305	0,383	3,17206077161283E+017
1306	0,383	3,17457727079731E+017
1307	0,305	3,17658280591021E+017
1308	0,346	3,17885967827459E+017
1309	0,383	3,18138195808506E+017
1310	0,3	3,18335914347864E+017
1311	0,333	3,18555549459054E+017
1312	0,332	3,18774692034748E+017
1313	0,313	3,18981450788951E+017
1314	0,288	3,19171840158636E+017
1315	0,285	3,19360389689394E+017
1316	0,323	3,19574241659083E+017
1317	0,311	3,19780305128244E+017
1318	0,332	3,20000449880351E+017
1319	0,268	3,20178291920847E+017
1320	0,258	3,20349627864266E+017
1321	0,298	3,20547677443825E+017
1322	0,301	3,2074787224438E+017
1323	0,232	3,20902291932921E+017
1324	0,262	3,21076811496994E+017
1325	0,321	3,2129079276354E+017
1326	0,28	3,2147758395767E+017
1327	0,266	3,21655169416854E+017
1328	0,234	3,21811508937319E+017
1329	0,177	3,21929854802889E+017
1330	0,229	3,22083084155388E+017
1331	0,144	3,22179510430522E+017
1332	0,145	3,22276679282154E+017
1333	0,203	3,22412817803864E+017
1334	0,169	3,22526239823772E+017
1335	0,231	3,22681388505095E+017
1336	0,183	3,22804390566802E+017
1337	0,164	3,22914704431148E+017
1338	0,178	3,23034524884602E+017
1339	0,176	3,23153087586534E+017
1340	0,168	3,23266345595644E+017
1341	0,17	3,2338103744149E+017
1342	0,178	3,23501216102579E+017
1343	0,127	3,23587025445559E+017
1344	0,0754	3,23638008453839E+017
1345	0,109	3,2371176551863E+017
1346	0,058	3,23751041576977E+017
1347	0,0599	3,23791634400549E+017
1348	0,0047	3,23794821844768E+017
1349	0,0161	3,23805748636586E+017
1350	0,016	3,23816615609741E+017
1351	0,0046	3,23819742178786E+017
1352	0,0015	3,23820762466821E+017
1353	0,0001	3,23820830536334E+017
1354	0,0003	3,23821034895801E+017
1355	0	3,23821034895801E+017
1356	0	3,23821034895801E+017
1357	0,0001	3,23821103166554E+017
1358	0	3,23821103166554E+017
1359	0	3,23821103166554E+017
1360	0	3,23821103166554E+017
1361	0	3,23821103166554E+017
1362	0	3,23821103166554E+017
1363	0	3,23821103166554E+017
1364	0	3,23821103166554E+017
1365	0	3,23821103166554E+017
1366	0	3,23821103166554E+017
1367	0	3,23821103166554E+017
1368	0	3,23821103166554E+017
1369	0	3,23821103166554E+017
1370	0	3,23821103166554E+017
1371	0	3,23821103166554E+017
1372	0	3,23821103166554E+017
1373	0	3,23821103166554E+017
1374	0,0002	3,23821241418601E+017
1375	0,0003	3,23821448947602E+017
1376	0,0003	3,23821656627534E+017
1377	0,0001	3,23821725904488E+017
1378	0,0011	3,23822488504391E+017
1379	0,0001	3,23822557881965E+017
1380	0,0001	3,23822627309849E+017
1381	0	3,23822627309849E+017
1382	0	3,23822627309849E+017
1383	0	3,23822627309849E+017
1384	0	3,23822627309849E+017
1385	0	3,23822627309849E+017
1386	0	3,23822627309849E+017
1387	0,0002	3,23822766869958E+017
1388	0	3,23822766869958E+017
1389	0,0006	3,23823186154006E+017
1390	0,0005	3,23823535808929E+017
1391	0,0003	3,23823745752813E+017
1392	0	3,23823745752813E+017
1393	0,0001	3,23823815834728E+017
1394	0,0001	3,23823885966953E+017
1395	0	3,23823885966953E+017
1396	0	3,23823885966953E+017
1397	0	3,23823885966953E+017
1398	0,0013	3,23824800302E+017
1399	0,0008	3,23825363372201E+017
1400	0	3,23825363372201E+017
1401	0	3,23825363372201E+017
1402	0,0018	3,23826632996898E+017
1403	0,0024	3,23828327037269E+017
1404	0,0007	3,23828821484548E+017
1405	0	3,23828821484548E+017
1406	0,002	3,2383023620346E+017
1407	0,0002	3,23830377775972E+017
1408	0,0016	3,23831511161024E+017
1409	0,0006	3,23831936482279E+017
1410	0,0005	3,23832291168208E+017
1411	0,0021	3,23833781905623E+017
1412	0,0026	3,23835628888579E+017
1413	0,0233	3,2385219241962E+017
1414	0,0004	3,23852476973325E+017
1415	0,0002	3,23852619350797E+017
1416	0,0355	3,23877909212213E+017
1417	0,0117	3,23886250066901E+017
1418	0,0135	3,2389588092186E+017
1419	0,0021	3,23897380111365E+017
1420	0,0082	3,23903238214857E+017
1421	0,0091	3,23909743859142E+017
1422	0,0462	3,23942795757995E+017
1423	0,0092	3,23949382149928E+017
1424	0,0169	3,23961489567946E+017
1425	0,0258	3,23979986061838E+017
1426	0,0277	3,23999858636515E+017
1427	0,0494	3,2403532411023E+017
1428	0,0045	3,24038557034744E+017
1429	0,0379	3,24065804510939E+017
1430	0,0614	3,24109977750615E+017
1431	0,05	3,24145974599193E+017
1432	0,0025	3,24147775699374E+017
1433	0,0357	3,24173513370642E+017
1434	0,0209	3,24188591597755E+017
1435	0,0214	3,24204041314359E+017
1436	0,0382	3,24231638998889E+017
1437	0,0298	3,2425318307503E+017
1438	0,0132	3,24262732729551E+017
1439	0,0509	3,24299582383971E+017
1440	0,0395	3,24328198746614E+017
1441	0,0317	3,24351180231505E+017
1442	0,0362	3,24377442284538E+017
1443	0,0449	3,24410038525169E+017
1444	0,0616	3,24454789525585E+017
1445	0,0496	3,24490847752437E+017
1446	0,023	3,24507579872493E+017
1447	0,0361	3,24533860188078E+017
1448	0,115	3,24617636501497E+017
1449	0,102	3,24691993765314E+017
1450	0,0273	3,24711909002923E+017
1451	0,0112	3,24720084991541E+017
1452	0,0622	3,24765522221188E+017
1453	0,0817	3,24825245344798E+017
1454	0,137	3,24925461979921E+017
1455	0,066	3,24973774731408E+017
1456	0,0883	3,25038455760591E+017
1457	0,117	3,25124218818316E+017
1458	0,136	3,25223977631884E+017
1459	0,163	3,25343623509427E+017
1460	0,0852	3,25406205200388E+017
1461	0,09	3,25472357899473E+017
1462	0,13	3,2556797720123E+017
1463	0,0431	3,25599700361064E+017
1464	0,151	3,25710917794103E+017
1465	0,0931	3,25779536440823E+017
1466	0,065	3,2582747689786E+017
1467	0,0359	3,25853972842366E+017
1468	0,0767	3,25910619757303E+017
1469	0,0946	3,25980534340881E+017
1470	0,0495	3,26017142456699E+017
1471	0,0178	3,26030315542426E+017
1472	0,0466	3,26064825829325E+017
1473	0,07	3,26116700533124E+017
1474	0,0971	3,26188707009035E+017
1475	0,184	3,26325248514332E+017
1476	0,0686	3,26376189262161E+017
1477	0,0695	3,26427833294331E+017
1478	0,0633	3,26474902079253E+017
1479	0,12	3,26564192375348E+017
1480	0,0605	3,26609240003882E+017
1481	0,115	3,26694925584113E+017
1482	0,0583	3,26738393778596E+017
1483	0,148	3,26848816312674E+017
1484	0,137	3,26951100691299E+017
1485	0,125	3,27044488741855E+017
1486	0,123	3,27136444464976E+017
1487	0,0605	3,27181705156619E+017
1488	0,0939	3,27251999983638E+017
1489	0,189	3,27393583060138E+017
1490	0,174	3,27524016924041E+017
1491	0,197	3,27671791156637E+017
1492	0,164	3,27794893838465E+017
1493	0,181	3,27930848225351E+017
1494	0,203	3,28083429584266E+017
1495	0,182	3,28220318228984E+017
1496	0,168	3,28346761498856E+017
1497	0,228	3,28518477786336E+017
1498	0,189	3,28660916636972E+017
1499	0,217	3,28824566712387E+017
1500	0,25	3,29013229440782E+017
1501	0,265	3,29213345254542E+017
1502	0,233	3,2938941336229E+017
1503	0,184	3,29528546841925E+017
1504	0,16	3,29649612972488E+017
1505	0,184	3,29788931593147E+017
1506	0,257	3,29983652659076E+017
1507	0,254	3,30176228504009E+017
1508	0,242	3,30359828027874E+017
1509	0,186	3,3050103528822E+017
1510	0,27	3,30706149406531E+017
1511	0,264	3,30906838251885E+017
1512	0,26	3,31104617163316E+017
1513	0,242	3,31288825438919E+017
1514	0,225	3,31460206661393E+017
