Wavelength (nm)	Spectral irradiance (W m-2 nm-1)	Cumulative photon flux (cm-2 s-1)
1515	0,265	3,31662188978413E+017
1516	0,256	3,31857440312384E+017
1517	0,249	3,32047478014743E+017
1518	0,251	3,32239168402604E+017
1519	0,244	3,32425635599941E+017
1520	0,264	3,32627519812342E+017
1521	0,274	3,32837189003568E+017
1522	0,263	3,33038573133963E+017
1523	0,279	3,3325234913546E+017
1524	0,275	3,33463198600715E+017
1525	0,258	3,33661143535347E+017
1526	0,267	3,33866127853701E+017
1527	0,261	3,34066637092137E+017
1528	0,279	3,34281114918984E+017
1529	0,272	3,34490348425082E+017
1530	0,255	3,34686633127705E+017
1531	0,269	3,34893829579437E+017
1532	0,278	3,3510809811643E+017
1533	0,276	3,35320964008926E+017
1534	0,268	3,35527794706515E+017
1535	0,266	3,35733215716198E+017
1536	0,274	3,35944952650926E+017
1537	0,273	3,36156054169586E+017
1538	0,271	3,36365745497238E+017
1539	0,272	3,36576347436993E+017
1540	0,264	3,3678088802061E+017
1541	0,268	3,36988662534941E+017
1542	0,269	3,37197347661376E+017
1543	0,271	3,37407720690353E+017
1544	0,271	3,37618230059596E+017
1545	0,276	3,37832762221309E+017
1546	0,274	3,38045877651706E+017
1547	0,272	3,38257574338386E+017
1548	0,266	3,38464735069975E+017
1549	0,273	3,3867748474623E+017
1550	0,269	3,38887252545175E+017
1551	0,27	3,39097935987228E+017
1552	0,271	3,39309536078591E+017
1553	0,271	3,39521272510219E+017
1554	0,264	3,39727672553687E+017
1555	0,267	3,39936552380057E+017
1556	0,262	3,40141652411551E+017
1557	0,27	3,40353150876591E+017
1558	0,268	3,40563217517298E+017
1559	0,267	3,40772634655118E+017
1560	0,265	3,40980616446901E+017
1561	0,269	3,41191872920548E+017
1562	0,267	3,41401693041956E+017
1563	0,266	3,41610861144975E+017
1564	0,262	3,41817015675346E+017
1565	0,267	3,42027238780342E+017
1566	0,262	3,42233656935432E+017
1567	0,262	3,42440206902881E+017
1568	0,257	3,42642944373915E+017
1569	0,254	3,42843443047239E+017
1570	0,241	3,43033801224687E+017
1571	0,234	3,43218748051983E+017
1572	0,237	3,43406185227295E+017
1573	0,233	3,43590576128418E+017
1574	0,241	3,43781419294853E+017
1575	0,239	3,43970798941616E+017
1576	0,246	3,44165849035344E+017
1577	0,215	3,44336427812346E+017
1578	0,235	3,44522992611202E+017
1579	0,236	3,44710470034562E+017
1580	0,244	3,44904425381364E+017
1581	0,248	3,45101685092967E+017
1582	0,241	3,45293498237376E+017
1583	0,247	3,45490211078616E+017
1584	0,248	3,45687845097072E+017
1585	0,258	3,45893578029132E+017
1586	0,255	3,46097047008452E+017
1587	0,252	3,46298249016427E+017
1588	0,25	3,46497979958222E+017
1589	0,232	3,46683446991548E+017
1590	0,241	3,46876230113931E+017
1591	0,241	3,47069134483561E+017
1592	0,252	3,47270970398304E+017
1593	0,258	3,47477741730021E+017
1594	0,256	3,47683038976954E+017
1595	0,258	3,47890069908586E+017
1596	0,244	3,48085989360166E+017
1597	0,246	3,4828363847164E+017
1598	0,254	3,4848784298405E+017
1599	0,241	3,48681717331654E+017
1600	0,237	3,48872493082607E+017
1601	0,223	3,49052111571353E+017
1602	0,224	3,49232648218711E+017
1603	0,223	3,49412491090329E+017
1604	0,228	3,49596481020267E+017
1605	0,236	3,49787045468964E+017
1606	0,241	3,49981768547296E+017
1607	0,232	3,50169336528766E+017
1608	0,229	3,50354594272239E+017
1609	0,227	3,50538348247991E+017
1610	0,217	3,50714116507776E+017
1611	0,226	3,50897288396124E+017
1612	0,23	3,51083817977937E+017
1613	0,237	3,51276143781867E+017
1614	0,238	3,51469400825024E+017
1615	0,24	3,51664402621093E+017
1616	0,23	3,51851395055466E+017
1617	0,234	3,52041757257718E+017
1618	0,243	3,52239563336582E+017
1619	0,24	3,52435048109236E+017
1620	0,234	3,52625763488116E+017
1621	0,234	3,52816596592539E+017
1622	0,237	3,53009995510068E+017
1623	0,242	3,53207596323883E+017
1624	0,242	3,53405318888046E+017
1625	0,237	3,53599075510108E+017
1626	0,239	3,53794587450195E+017
1627	0,24	3,53991038176018E+017
1628	0,241	3,54188428693779E+017
1629	0,241	3,54385940458787E+017
1630	0,236	3,54579473201077E+017
1631	0,237	3,54773945232205E+017
1632	0,238	3,54969357558371E+017
1633	0,232	3,55159960242715E+017
1634	0,232	3,553506796464E+017
1635	0,233	3,55542338338922E+017
1636	0,235	3,55735760399079E+017
1637	0,226	3,55921888506605E+017
1638	0,219	3,56102361763286E+017
1639	0,22	3,56283769780899E+017
1640	0,215	3,56461163055651E+017
1641	0,219	3,56641966849432E+017
1642	0,22	3,56823706913447E+017
1643	0,215	3,57001424688092E+017
1644	0,223	3,57185867408578E+017
1645	0,218	3,57366284317991E+017
1646	0,217	3,57545982799734E+017
1647	0,227	3,5773407652134E+017
1648	0,216	3,57913164238944E+017
1649	0,218	3,58094019852087E+017
1650	0,225	3,58280795953199E+017
1651	0,208	3,58453564727153E+017
1652	0,223	3,58638904979125E+017
1653	0,222	3,58823525797227E+017
1654	0,215	3,59002433404813E+017
1655	0,222	3,59187277599585E+017
1656	0,22	3,59370567213476E+017
1657	0,222	3,59555634784919E+017
1658	0,224	3,59742482326316E+017
1659	0,221	3,59926938630519E+017
1660	0,223	3,60113176413978E+017
1661	0,223	3,60299526388874E+017
1662	0,218	3,60481807789144E+017
1663	0,222	3,60667545490598E+017
1664	0,22	3,6085172056156E+017
1665	0,211	3,6102846735203E+017
1666	0,178	3,61177660831443E+017
1667	0,21	3,61353781261655E+017
1668	0,214	3,61533364030258E+017
1669	0,215	3,61713894137307E+017
1670	0,221	3,61899573479091E+017
1671	0,218	3,62082841962756E+017
1672	0,211	3,62260331832825E+017
1673	0,216	3,62442136293717E+017
1674	0,215	3,62623207233922E+017
1675	0,213	3,62802700953717E+017
1676	0,211	3,629806154407E+017
1677	0,212	3,63159479781633E+017
1678	0,209	3,6333591817143E+017
1679	0,212	3,63514995827021E+017
1680	0,205	3,63688263676779E+017
1681	0,194	3,638523318288E+017
1682	0,203	3,64024113519359E+017
1683	0,209	3,64201077649292E+017
1684	0,197	3,64367980270144E+017
1685	0,213	3,64548545594236E+017
1686	0,21	3,64726673395878E+017
1687	0,204	3,64899814464283E+017
1688	0,21	3,6507815356818E+017
1689	0,207	3,65254049112419E+017
1690	0,205	3,65428348318426E+017
1691	0,193	3,65592541742498E+017
1692	0,207	3,65768749712216E+017
1693	0,211	3,65948468821084E+017
1694	0,204	3,66122328317158E+017
1695	0,209	3,66300554223418E+017
1696	0,209	3,66478885277706E+017
1697	0,181	3,66633416151481E+017
1698	0,207	3,66810248972155E+017
1699	0,205	3,66985476398785E+017
1700	0,199	3,67240774802849E+017
1702	0,203	3,67675335500428E+017
1705	0,197	3,68351271292716E+017
1710	0,187	3,69155653701502E+017
1715	0,189	3,6997101628108E+017
1720	0,186	3,70775776015322E+017
1725	0,178	3,71548161225371E+017
1730	0,174	3,72305377952058E+017
1735	0,161	3,73008045995208E+017
1740	0,168	3,73743377845401E+017
1745	0,154	3,74419368978755E+017
1750	0,165	3,75145720483077E+017
1755	0,153	3,75821170783277E+017
1760	0,16	3,76529536440824E+017
1765	0,133	3,77120038203186E+017
1770	0,141	3,77747832298193E+017
1775	0,115	3,78261309357308E+017
1780	0,1	3,78709068899366E+017
1785	0,0768	3,79053914180836E+017
1790	0,0886	3,79452857870797E+017
1795	0,0468	3,79664175219618E+017
1800	0,0317	3,79807709823381E+017
1805	0,0148	3,79874908971732E+017
1810	0,0097	3,79919073658698E+017
1815	0,0033	3,79934140264188E+017
1820	0,001	3,7993871847973E+017
1825	0,0013	3,79944686510705E+017
1830	0	3,79944686510705E+017
1835	0	3,79944686510705E+017
1840	0	3,79944686510705E+017
1845	0	3,79944686510705E+017
1850	0	3,79944686510705E+017
1855	0	3,79944686510705E+017
1860	0	3,79944686510705E+017
1865	0	3,79944686510705E+017
1870	0	3,79944686510705E+017
1875	0	3,79944686510705E+017
1880	0,0001	3,79945159425277E+017
1885	0	3,79945159425277E+017
1890	0,0002	3,79946110285429E+017
1895	0,0001	3,79946586973256E+017
1900	0	3,79946586973256E+017
1905	0	3,79946586973256E+017
1910	0	3,79946586973256E+017
1915	0	3,79946586973256E+017
1920	0,0004	3,79948518879594E+017
1925	0,0009	3,7995287698862E+017
1930	0,0006	3,79955789941147E+017
1935	0,0036	3,7997331293536E+017
1940	0,0033	3,79989417185856E+017
1945	0,0108	3,80042257842825E+017
1950	0,0167	3,80124175199494E+017
1955	0,01	3,80173353284029E+017
1960	0,0218	3,80280835698147E+017
1965	0,0285	3,8042171015744E+017
1970	0,0487	3,806630450041E+017
1975	0,0677	3,80999386627525E+017
1980	0,0753	3,81374433038556E+017
1985	0,0828	3,8178787608807E+017
1990	0,0854	3,82215375768601E+017
1995	0,081	3,82621868483201E+017
2000	0,038	3,82813046714642E+017
2005	0,015	3,82888700468728E+017
2010	0,0396	3,83088924449119E+017
2015	0,0266	3,83223752896843E+017
2020	0,0449	3,83451903992042E+017
2025	0,0738	3,83827833344642E+017
2030	0,0846	3,84259840806631E+017
2035	0,0961	3,84751781386424E+017
2040	0,0895	3,85211061932429E+017
2045	0,0908	3,85678155630893E+017
2050	0,0677	3,8602726972103E+017
2055	0,0547	3,86310033645094E+017
2060	0,069	3,86667587247949E+017
2065	0,0617	3,86988088748698E+017
2070	0,0655	3,8732915322909E+017
2075	0,0772	3,87732111661912E+017
2080	0,0866	3,8818522419445E+017
2085	0,0849	3,88630509739263E+017
2090	0,0888	3,8909736698044E+017
2095	0,0895	3,89569030090185E+017
2100	0,0859	3,90022801684521E+017
2105	0,0929	3,90514719624787E+017
2110	0,0894	3,90989229026228E+017
2115	0,0914	3,91475503435412E+017
2120	0,0873	3,91941062677018E+017
2125	0,0884	3,92413599924071E+017
2130	0,0895	3,92893142847106E+017
2135	0,0898	3,93375422637454E+017
2140	0,0905	3,93862600112231E+017
2145	0,0892	3,94343901371894E+017
2150	0,0844	3,94800364554489E+017
2155	0,0846	3,95258973461181E+017
2160	0,0839	3,95714842985056E+017
2165	0,0761	3,96129288462534E+017
2170	0,0818	3,96575805346087E+017
2175	0,0802	3,97014597119789E+017
2180	0,0816	3,97462074925505E+017
2185	0,0743	3,97870455525141E+017
2190	0,0788	3,98304560916669E+017
2195	0,0788	3,98739657416397E+017
2200	0,071	3,99132578992068E+017
2205	0,0738	3,99541924287121E+017
2210	0,0791	3,99981661889967E+017
2215	0,0761	4,00405678856532E+017
2220	0,0775	4,00838471155471E+017
2225	0,0752	4,01259365125005E+017
2230	0,0756	4,016834487524E+017
2235	0,0741	4,02100050015988E+017
2240	0,0729	4,02510821601268E+017
2245	0,0706	4,02909521287434E+017
2250	0,0717	4,03315334816212E+017
2255	0,0675	4,0369822582349E+017
2260	0,0667	4,04077417783539E+017
2265	0,0679	4,04464285801132E+017
2270	0,0647	4,04833735217887E+017
2275	0,0638	4,05198847907393E+017
2280	0,0661	4,05577954340339E+017
2285	0,0629	4,05939498788775E+017
2290	0,063	4,06302410413115E+017
2295	0,0611	4,06655145569887E+017
2300	0,0587	4,06994763636028E+017
2305	0,059	4,07336859472669E+017
2310	0,0637	4,07707008199271E+017
2315	0,058	4,0804476479316E+017
2320	0,0519	4,08347651483834E+017
2325	0,0561	4,08675754834786E+017
2330	0,0567	4,090080804576E+017
2335	0,0578	4,09347580295098E+017
2340	0,0457	4,09616583159753E+017
2345	0,0513	4,09919194402844E+017
2350	0,0414	4,10163927694118E+017
2355	0,0473	4,10444133351585E+017
2360	0,0501	4,10741556369645E+017
2365	0,0493	4,11034850189457E+017
2370	0,0307	4,11217875675528E+017
2375	0,044	4,11480745743758E+017
2380	0,0424	4,11734590187062E+017
2385	0,0307	4,11918774062285E+017
2390	0,037	4,12141219996578E+017
2395	0,0405	4,12385217503212E+017
2400	0,044	4,12650854624792E+017
2405	0,0335	4,12853522416392E+017
2410	0,0337	4,13057824027219E+017
2415	0,0272	4,13223062391257E+017
2420	0,0265	4,1338438160155E+017
2425	0,033	4,13585684732747E+017
2430	0,045	4,13860754990747E+017
2435	0,0148	4,13951408689493E+017
2440	0,0431	4,14215949051745E+017
2445	0,0207	4,14343262434121E+017
2450	0,0136	4,14427078995589E+017
2455	0,0248	4,14580232882997E+017
2460	0,0333	4,1478629786146E+017
2465	0,0241	4,14935735093118E+017
2470	0,0167	4,15039497078232E+017
2475	0,0164	4,1514160134684E+017
2480	0,008	4,15191508927258E+017
2485	0,0056	4,15226514667636E+017
2490	0,0035	4,15248437276675E+017
2495	0,0029	4,15266638198959E+017
2500	0,007	4,15310659502252E+017
2505	0,0015	4,15320111504944E+017
2510	0,0022	4,1533400211276E+017
2515	0,0005	4,1533716535784E+017
2520	0,0004	4,15339700984909E+017
2525	0	4,15339700984909E+017
2530	0	4,15339700984909E+017
2535	0	4,15339700984909E+017
2540	0	4,15339700984909E+017
2545	0	4,15339700984909E+017
2550	0	4,15339700984909E+017
2555	0	4,15339700984909E+017
2560	0	4,15339700984909E+017
2565	0	4,15339700984909E+017
2570	0	4,15339700984909E+017
2575	0	4,15339700984909E+017
2580	0	4,15339700984909E+017
2585	0	4,15339700984909E+017
2590	0	4,15339700984909E+017
2595	0	4,15339700984909E+017
2600	0	4,15339700984909E+017
2605	0	4,15339700984909E+017
2610	0	4,15339700984909E+017
2615	0	4,15339700984909E+017
2620	0	4,15339700984909E+017
2625	0	4,15339700984909E+017
2630	0	4,15339700984909E+017
2635	0	4,15339700984909E+017
2640	0	4,15339700984909E+017
2645	0	4,15339700984909E+017
2650	0	4,15339700984909E+017
2655	0	4,15339700984909E+017
2660	0	4,15339700984909E+017
2665	0	4,15339700984909E+017
2670	0	4,15339700984909E+017
2675	0	4,15339700984909E+017
2680	0	4,15339700984909E+017
2685	0	4,15339700984909E+017
2690	0	4,15339700984909E+017
2695	0	4,15339700984909E+017
2700	0	4,15339700984909E+017
2705	0	4,15339700984909E+017
2710	0	4,15339700984909E+017
2715	0	4,15339700984909E+017
2720	0	4,15339700984909E+017
2725	0	4,15339700984909E+017
2730	0	4,15339700984909E+017
2735	0	4,15339700984909E+017
2740	0	4,15339700984909E+017
2745	0	4,15339700984909E+017
2750	0	4,15339700984909E+017
2755	0	4,15339700984909E+017
2760	0	4,15339700984909E+017
2765	0	4,15339700984909E+017
2770	0	4,15339700984909E+017
2775	0	4,15339700984909E+017
2780	0	4,15339700984909E+017
2785	0	4,15339700984909E+017
2790	0	4,15339700984909E+017
2795	0	4,15339700984909E+017
2800	0	4,15339700984909E+017
2805	0	4,15339700984909E+017
2810	0	4,15339700984909E+017
2815	0	4,15339700984909E+017
2820	0	4,15339700984909E+017
2825	0	4,15339700984909E+017
2830	0	4,15339700984909E+017
2835	0	4,15339700984909E+017
2840	0	4,15339700984909E+017
2845	0	4,15339700984909E+017
2850	0	4,15339700984909E+017
2855	0	4,15339700984909E+017
2860	0	4,15339700984909E+017
2865	0,0002	4,15341142368154E+017
2870	0	4,15341142368154E+017
2875	0,0004	4,15344035196656E+017
2880	0,0002	4,1534548412641E+017
2885	0,0005	4,15349112739553E+017
2890	0,0002	4,15350566700313E+017
2895	0,0027	4,15370229129867E+017
2900	0,0008	4,15376065096932E+017
2905	0,0001	4,15376795850566E+017
2910	0,0027	4,15396560157993E+017
2915	0,0013	4,15406092656783E+017
2920	0,0029	4,1542739393657E+017
2925	0,0011	4,15435487567618E+017
2930	0,0059	4,15478973068762E+017
2935	0,0065	4,15526962578108E+017
2940	0,0016	4,15538795504433E+017
2945	0,0014	4,15549166923489E+017
2950	0,0052	4,15587754740203E+017
2955	0,0023	4,1560485135665E+017
2960	0,0046	4,15639102446115E+017
2965	0,0074	4,15694295098431E+017
2970	0,0004	4,15697283516049E+017
2975	0,0009	4,15704018775452E+017
2980	0,0013	4,1571376383425E+017
2985	0,0069	4,15765574392722E+017
2990	0,0103	4,15843044340007E+017
2995	0,0043	4,15875440245975E+017
3000	0,0078	4,15934303017234E+017
3005	0,0029	4,15956224368522E+017
3010	0,0068	4,16007711684853E+017
3015	0,0055	4,16049425014101E+017
3020	0,0006	4,16053983105619E+017
3025	0,0075	4,16111053580959E+017
3030	0,0061	4,16157547623744E+017
3035	0,0025	4,161766340031E+017
3040	0,002	4,16191928261616E+017
3045	0,0042	4,16224099030062E+017
3050	0,001	4,1623177131435E+017
3055	0,0003	4,16234076772891E+017
3060	0,0063	4,16282570640597E+017
3065	0,0029	4,16304929689415E+017
3070	0,0017	4,16318058099808E+017
3075	0,006	4,16364469130994E+017
3080	0,0036	4,1639236102876E+017
3085	0,0018	4,1640632961717E+017
3090	0,0024	4,16424984587754E+017
3095	0,0007	4,16430434425101E+017
3100	0,0044	4,16464745886639E+017
3105	0,0009	4,16471775459899E+017
3110	0,0008	4,16478034031475E+017
3115	0,0023	4,16496056353043E+017
3120	0,0098	4,16572970374155E+017
3125	0,003	4,16596553215205E+017
3130	0,0057	4,16641432305035E+017
3135	0,0114	4,1673133386837E+017
3140	0,0033	4,16757399510925E+017
3145	0,0032	4,16782715533573E+017
3150	0,0067	4,16835805225343E+017
3155	0,0056	4,16880249133147E+017
3160	0,0092	4,16953379837679E+017
3165	0,014	4,17064841777615E+017
3170	0,0125	4,17164518585784E+017
3175	0,0092	4,17237996429736E+017
3180	0,0106	4,17322789006386E+017
3185	0,0081	4,17387685211699E+017
3190	0,0042	4,174213879215E+017
3195	0,0027	4,1744308790852E+017
3200	0,0004	4,17446307752418E+017
3205	0,0003	4,17448726408596E+017
3210	0,0001	4,17449533885073E+017
3215	0,0005	4,17453577556218E+017
3220	0,0016	4,17466537427908E+017
3225	0,0002	4,17468159927372E+017
3230	0,0003	4,17470597449823E+017
3235	0,0073	4,17530002311988E+017
3240	0,0037	4,17560158162495E+017
3245	0,0007	4,17565872127662E+017
3250	0,0026	4,17587128128395E+017
3255	0,0099	4,17668188956277E+017
3260	0,0012	4,1767802960419E+017
3265	0,0024	4,17697741086053E+017
3270	0,0012	4,17707611920002E+017
3275	0,0059	4,17756217727595E+017
3280	0,0029	4,17780145192561E+017
3285	0,0111	4,17871869237852E+017
3290	0,0087	4,17943870481517E+017
3295	0,0012	4,17953816780558E+017
3300	0,0018	4,17968758868647E+017
3305	0,0039	4,18001182445149E+017
3310	0,0039	4,1803365507396E+017
3315	0	4,1803365507396E+017
3320	0,0001	4,18034490220971E+017
3325	0,0035	4,1806376438766E+017
3330	0,0046	4,18102296863308E+017
3335	0,009	4,18177799687212E+017
3340	0,0035	4,18207205917811E+017
3345	0,0035	4,18236656169713E+017
3350	0,008	4,18304071651326E+017
3355	0,0036	4,18334453897107E+017
3360	0,0052	4,18378404766314E+017
3365	0,0072	4,18439350374095E+017
3370	0,0039	4,18472411630619E+017
3375	0,0084	4,18543726141952E+017
3380	0,0051	4,18587088383447E+017
3385	0,0075	4,18650950717008E+017
3390	0,0098	4,18734520759178E+017
3395	0,0095	4,18815652021146E+017
3400	0,0125	4,1892256090057E+017
3405	0,0044	4,18960248167194E+017
3410	0,0071	4,19021151011423E+017
3415	0,0073	4,1908386124459E+017
3420	0,0131	4,19196560812024E+017
3425	0,01	4,19282716791324E+017
3430	0,0087	4,19357781917698E+017
3435	0,0115	4,19457150576744E+017
3440	0,008	4,1952637722055E+017
3445	0,0113	4,19624301980847E+017
3450	0,0111	4,19720633169966E+017
3455	0,0083	4,19792768993043E+017
3460	0,0125	4,19901564499751E+017
3465	0,0098	4,19986983436659E+017
3470	0,0122	4,20093474742578E+017
3475	0,0109	4,20188755709175E+017
3480	0,0112	4,20286799955867E+017
3485	0,0121	4,20392874946032E+017
3490	0,0104	4,20484177644563E+017
3495	0,0122	4,2059143617891E+017
3500	0,0119	4,20696206880745E+017
3505	0,0118	4,20800245571195E+017
3510	0,0119	4,20905315617892E+017
3515	0,0115	4,2100699853974E+017
3520	0,0121	4,21114138845444E+017
3525	0,0114	4,21215224335318E+017
3530	0,0111	4,21313789291141E+017
3535	0,0094	4,21397376941832E+017
3540	0,009	4,21477520868854E+017
3545	0,0095	4,21562236722661E+017
3550	0,0105	4,21656002098673E+017
3555	0,009	4,21736485618607E+017
3560	0,0108	4,21833201679691E+017
3565	0,0108	4,2193005357794E+017
3570	0,0083	4,22004590448674E+017
3575	0,0086	4,22081929589801E+017
3580	0,0102	4,22173785699002E+017
3585	0,0091	4,222558502126E+017
3590	0,0094	4,22340738378365E+017
3595	0,0096	4,22427553419464E+017
3600	0,0102	4,22519922691286E+017
3605	0,0103	4,22613327092611E+017
3610	0,0095	4,22699596269549E+017
3615	0,0094	4,2278507557853E+017
3620	0,0116	4,22890706582407E+017
3625	0,0102	4,22983717307506E+017
3630	0,0099	4,23074116940443E+017
3635	0,0103	4,2316829863221E+017
3640	0,0114	4,23272681946576E+017
3645	0,0106	4,23369873437736E+017
3650	0,0101	4,234626074575E+017
3655	0,0109	4,23562823841072E+017
3660	0,0109	4,2366317731956E+017
3665	0,0102	4,23757214369901E+017
3670	0,0079	4,23830146349692E+017
3675	0,0048	4,23874519823411E+017
3680	0,0083	4,23951353348426E+017
3685	0,0094	4,24038487858411E+017
3690	0,0097	4,2412852525891E+017
3695	0,0101	4,24222402574808E+017
3700	0,0108	4,24322922076497E+017
3705	0,0107	4,24422645421472E+017
3710	0,0093	4,24509437823043E+017
3715	0,0092	4,24595412686124E+017
3720	0,0103	4,24691796700806E+017
3725	0,0107	4,24792058363433E+017
3730	0,0092	4,24878380365935E+017
3735	0,0086	4,24959180839252E+017
3740	0,0088	4,25041971075477E+017
3745	0,0103	4,25139002832194E+017
3750	0,0093	4,25226731000898E+017
3755	0,009	4,25311742426313E+017
3760	0,0088	4,25394975391075E+017
3765	0,0085	4,25475477777281E+017
3770	0,0091	4,25561777140255E+017
3775	0,009	4,25647241356218E+017
3780	0,0095	4,25737573070573E+017
3785	0,0088	4,25821359446005E+017
3790	0,0077	4,25894769371375E+017
3795	0,0088	4,25978777111075E+017
3800	0,0098	4,26072454444481E+017
3805	0,0093	4,26161469292992E+017
3810	0,0082	4,26240058639132E+017
3815	0,0077	4,26313952798839E+017
3820	0,0096	4,26406201326515E+017
3825	0,0095	4,26497608418422E+017
3830	0,0096	4,26590098434391E+017
3835	0,0077	4,26664379981566E+017
3840	0,0089	4,26750349813641E+017
3845	0,0088	4,26835464374681E+017
3850	0,0088	4,26920689617854E+017
3855	0,0085	4,2700311636389E+017
3860	0,008	4,27080795097928E+017
3865	0,0081	4,27159546694015E+017
3870	0,0073	4,27230612170546E+017
3875	0,0067	4,27295920918359E+017
3880	0,0065	4,27359361905161E+017
3885	0,0068	4,27425816464611E+017
3890	0,0069	4,27493335081849E+017
3895	0,0075	4,27566819214559E+017
3900	0,0079	4,27644321863383E+017
3905	0,0079	4,27721923874578E+017
3910	0,0071	4,27791756754618E+017
3915	0,007	4,27860694115574E+017
3920	0,0069	4,27928733441942E+017
3925	0,0068	4,2799587221822E+017
3930	0,007	4,28065073706996E+017
3935	0,0073	4,28137332789722E+017
3940	0,0074	4,2821067479651E+017
3945	0,0075	4,28285102242862E+017
3950	0,0076	4,28360617644281E+017
3955	0,0077	4,2843722351627E+017
3960	0,0077	4,28513926235127E+017
3965	0,0078	4,28591723197808E+017
3970	0,0077	4,28668619610398E+017
3975	0,0075	4,28743613044935E+017
3980	0,0074	4,28817699640625E+017
3985	0,0074	4,28891879309926E+017
3990	0,0074	4,28966152052841E+017
3995	0,0072	4,29038507982435E+017
4000	0,0071	4,29074228125678E+017
